,Unnamed: 0,winner,loser,weight class,method,win_round,win time,winner age,loser age,winner_wins,winner loses,loser wins,loser loses,winner height,loser height,winner reach,loser reach,winner leg reach,loser leg reach,Event name,date,method category,weight class category
1363,1363,Charles Oliveira,Jim Miller,lightweight,submission,1.0,75,28.0,34.0,24,8,29,12,70.0,68.0,74.0,71.0,41.0,40.0,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",7,6
1364,1364,Zak Ottow,Dwight Grant,welterweight,decision,3.0,300,31.0,33.0,16,6,8,1,71.0,73.0,72.0,76.0,40.5,44.0,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",0,8
1365,1365,Drakkar Klose,Bobby Green,lightweight,decision,3.0,300,30.0,31.0,9,1,24,8,69.0,70.0,70.0,71.0,39.0,40.0,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",0,6
1366,1366,Joaquim Silva,Jared Gordon,lightweight,ko,3.0,159,29.0,29.0,10,1,14,2,68.0,69.0,69.0,68.0,39.0,38.0,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",3,6
1367,1367,Jack Hermansson,Gerald Meerschaert,middleweight,submission,1.0,265,29.0,30.0,17,4,29,9,73.0,73.0,77.5,77.5,46.5,40.0,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",7,7
1368,1368,Zak Cummings,Trevor Smith,middleweight,decision,3.0,300,33.0,37.0,21,6,15,8,72.0,75.0,75.0,75.0,40.0,41.5,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",0,7
1369,1369,Dan Ige,Jordan Griffin,featherweight,decision,3.0,300,26.0,28.0,9,2,17,5,67.0,70.0,71.0,72.5,38.0,42.0,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",0,2
1370,1370,Mike Rodríguez,Adam Milstead,light heavyweight,tko,1.0,179,29.0,30.0,9,3,8,2,76.0,75.0,82.5,76.0,45.5,42.0,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",8,5
1371,1371,Juan Adams,Chris de la Rocha,heavyweight,tko,3.0,58,26.0,38.0,4,0,5,2,77.0,75.0,80.0,80.0,42.5,42.0,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",8,4
1372,1372,Max Holloway (c),Brian Ortega,featherweight,tko,4.0,300,29.0,27.0,19,3,14,0,71.0,68.0,72.0,69.0,40.0,39.0,UFC 231,"December 8, 2018",8,2
1373,1373,Valentina Shevchenko,Joanna Jędrzejczyk,women's flyweight,decision,5.0,300,29.0,30.0,15,3,15,2,65.0,66.0,67.0,65.5,38.0,35.0,UFC 231,"December 8, 2018",0,11
1374,1374,Gunnar Nelson,Alex Oliveira,welterweight,submission,2.0,257,29.0,30.0,16,3,20,5,71.0,71.0,72.0,76.5,39.5,43.0,UFC 231,"December 8, 2018",7,8
1375,1375,Hakeem Dawodu,Kyle Bochniak,featherweight,decision,3.0,300,26.0,31.0,8,1,8,3,68.0,67.0,73.5,70.0,40.5,38.5,UFC 231,"December 8, 2018",0,2
1376,1376,Thiago Santos,Jimi Manuwa,light heavyweight,ko,2.0,41,34.0,38.0,19,6,17,4,74.0,73.0,76.0,79.5,42.5,43.0,UFC 231,"December 8, 2018",3,5
1377,1377,Nina Ansaroff,Cláudia Gadelha,women's strawweight,decision,3.0,300,32.0,29.0,9,5,16,3,65.0,64.0,64.0,63.5,39.0,32.0,UFC 231,"December 8, 2018",0,12
1378,1378,Gilbert Burns,Olivier Aubin-Mercier,lightweight,decision,3.0,300,31.0,29.0,13,3,11,3,70.0,69.0,71.0,70.5,40.0,41.0,UFC 231,"December 8, 2018",0,6
1379,1379,Jessica Eye,Katlyn Chookagian,women's flyweight,decision,3.0,300,31.0,29.0,13,6,11,1,66.0,69.0,66.0,68.0,38.0,42.0,UFC 231,"December 8, 2018",0,11
1380,1380,Elias Theodorou,Eryk Anders,middleweight,decision,3.0,300,29.0,31.0,15,2,11,2,73.0,73.0,75.5,75.0,40.5,43.5,UFC 231,"December 8, 2018",0,7
1381,1381,Brad Katona,Matthew Lopez,bantamweight,decision,3.0,300,26.0,31.0,7,0,10,3,66.0,67.0,64.5,69.0,36.0,38.0,UFC 231,"December 8, 2018",0,0
1382,1382,Dhiego Lima,Chad Laprise,welterweight,ko,1.0,97,29.0,31.0,12,7,13,3,74.0,70.0,75.0,71.0,42.5,40.0,UFC 231,"December 8, 2018",3,8
1383,1383,Carlos Diego Ferreira,Kyle Nelson,lightweight,tko,2.0,83,29.0,26.0,13,2,12,1,71.0,71.0,72.0,71.0,40.0,41.0,UFC 231,"December 8, 2018",8,6
1384,1384,Aleksandar Rakić,Devin Clark,light heavyweight,tko,1.0,245,26.0,28.0,10,1,9,2,76.0,72.0,78.0,75.0,46.0,41.0,UFC 231,"December 8, 2018",8,5
1385,1385,Francis Ngannou,Curtis Blaydes,heavyweight,tko,1.0,45,31.0,27.0,11,3,10,1,76.0,76.0,83.0,80.0,44.5,46.0,UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018",8,4
1386,1386,Alistair Overeem,Sergei Pavlovich,heavyweight,tko,1.0,261,37.0,25.0,43,17,12,0,76.0,75.0,80.0,84.0,44.5,45.0,UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018",8,4
1387,1387,Song Yadong,Vince Morales,bantamweight,decision,3.0,300,20.0,27.0,13,4,8,2,68.0,67.0,67.0,70.0,38.0,36.0,UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018",0,0
1388,1388,Li Jingliang,David Zawada,welterweight,tko,3.0,247,29.0,27.0,15,5,16,4,72.0,72.0,71.5,75.0,40.5,41.5,UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018",8,8
1389,1389,Wu Yanan,Lauren Mueller,women's flyweight,submission,1.0,240,22.0,26.0,11,2,5,0,68.0,65.0,66.0,67.0,39.0,38.0,UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018",7,11
1390,1390,Rashad Coulter,Hu Yaozong,catchweight,decision,3.0,300,36.0,22.0,8,4,3,1,71.0,75.0,76.0,72.0,41.5,44.0,UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018",0,1
1391,1391,Zhang Weili,Jessica Aguilar,women's strawweight,submission,1.0,221,28.0,35.0,17,1,20,6,64.0,63.0,63.0,63.0,36.0,35.5,UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018",7,12
1392,1392,Liu Pingyuan,Martin Day,bantamweight,decision,3.0,300,25.0,29.0,12,5,8,2,66.0,70.0,72.0,73.5,37.5,40.5,UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018",0,0
1393,1393,Yan Xiaonan,Syuri Kondo,women's strawweight,decision,3.0,300,28.0,29.0,11,1,6,1,65.0,64.0,63.0,66.5,37.0,40.0,UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018",0,12
1394,1394,Louis Smolka,Su Mudaerji,bantamweight,submission,2.0,127,26.0,21.0,14,5,13,3,69.0,68.0,68.5,72.0,37.5,38.5,UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018",7,0
1395,1395,Santiago Ponzinibbio,Neil Magny,welterweight,ko,4.0,156,31.0,30.0,26,3,21,6,72.0,75.0,73.0,80.0,40.5,45.0,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018",3,8
1396,1396,Ricardo Lamas,Darren Elkins,featherweight,tko,3.0,249,35.0,33.0,18,7,24,6,68.0,70.0,71.0,71.0,39.0,39.0,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018",8,2
1397,1397,Johnny Walker,Khalil Rountree Jr.,light heavyweight,ko,1.0,117,25.0,28.0,14,3,7,2,78.0,73.0,82.0,76.5,44.5,44.0,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018",3,5
1398,1398,Ian Heinisch,Cezar Ferreira,middleweight,decision,3.0,300,29.0,33.0,11,1,13,6,71.0,73.0,72.0,78.5,41.0,43.0,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018",0,7
1399,1399,Marlon Vera,Guido Cannetti,bantamweight,submission,2.0,91,25.0,38.0,11,5,8,3,68.0,66.0,70.5,68.0,40.5,38.5,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018",7,0
1400,1400,Cynthia Calvillo,Poliana Botelho,catchweight,submission,1.0,288,30.0,29.0,6,1,7,1,64.0,68.0,64.0,67.0,37.0,39.0,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018",7,1
1401,1401,Michel Prazeres,Bartosz Fabiński,welterweight,submission,1.0,62,36.0,31.0,25,2,14,2,66.0,72.0,67.5,75.0,37.0,41.0,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018",7,8
1402,1402,Alexandre Pantoja,Ulka Sasaki,flyweight,submission,1.0,138,27.0,28.0,19,3,21,5,65.0,71.0,67.0,71.0,36.5,42.5,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018",7,3
1403,1403,Austin Arnett,Humberto Bandenay,featherweight,decision,3.0,300,26.0,23.0,15,5,14,5,72.0,71.0,72.0,71.5,41.0,40.0,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018",0,2
1404,1404,Laureano Staropoli,Hector Aldana,welterweight,decision,3.0,300,25.0,29.0,7,1,4,1,73.0,71.0,71.5,72.5,40.5,40.5,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018",0,8
1405,1405,Nad Narimani,Anderson dos Santos,featherweight,decision,3.0,300,30.0,32.0,11,2,20,6,68.0,65.0,70.0,70.0,40.5,37.5,UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018",0,2
1406,1406,Yair Rodríguez,Chan Sung Jung,featherweight,ko,5.0,299,25.0,31.0,11,2,14,4,71.0,67.0,71.0,72.0,41.5,38.5,UFC Fight Night: The Korean Zombie vs. Rodríguez,"November 10, 2018",3,2
1407,1407,Donald Cerrone,Mike Perry,welterweight,submission,1.0,286,35.0,26.0,33,11,12,3,73.0,70.0,73.0,71.0,40.5,39.0,UFC Fight Night: The Korean Zombie vs. Rodríguez,"November 10, 2018",7,8
1408,1408,Beneil Dariush,Thiago Moisés,lightweight,decision,3.0,300,28.0,22.0,14,4,11,2,70.0,69.0,72.0,70.5,40.5,39.0,UFC Fight Night: The Korean Zombie vs. Rodríguez,"November 10, 2018",0,6
1409,1409,Maycee Barber,Hannah Cifers,women's strawweight,tko,2.0,121,19.0,25.0,5,0,8,2,65.0,61.0,65.0,62.0,38.0,35.0,UFC Fight Night: The Korean Zombie vs. Rodríguez,"November 10, 2018",8,12
1410,1410,Michael Trizano,Luis Peña,lightweight,decision,3.0,300,26.0,24.0,7,0,5,0,71.0,75.0,71.0,76.0,40.0,42.5,UFC Fight Night: The Korean Zombie vs. Rodríguez,"November 10, 2018",0,6
1411,1411,Ashley Yoder,Amanda Cooper,women's strawweight,decision,3.0,300,30.0,26.0,5,4,3,4,67.0,63.0,69.5,64.0,37.0,36.0,UFC Fight Night: The Korean Zombie vs. Rodríguez,"November 10, 2018",0,12
1412,1412,Bobby Moffett,Chas Skelly,featherweight,no contest,2.0,163,27.0,32.0,12,3,17,2,70.0,71.0,73.0,72.5,40.0,42.0,UFC Fight Night: The Korean Zombie vs. Rodríguez,"November 10, 2018",4,2
1413,1413,Devonte Smith,Julian Erosa,lightweight,ko,1.0,46,24.0,28.0,8,1,22,5,69.0,73.0,76.0,74.5,41.0,41.0,UFC Fight Night: The Korean Zombie vs. Rodríguez,"November 10, 2018",3,6
1414,1414,Eric Shelton,Joseph Morales,flyweight,decision,3.0,300,27.0,23.0,11,5,9,1,66.0,66.0,68.0,68.0,36.5,38.0,UFC Fight Night: The Korean Zombie vs. Rodríguez,"November 10, 2018",0,3
1415,1415,Mark De La Rosa,Joby Sanchez,bantamweight,decision,3.0,300,23.0,26.0,10,1,11,3,66.0,66.0,65.0,68.0,38.0,39.0,UFC Fight Night: The Korean Zombie vs. Rodríguez,"November 10, 2018",0,0
1416,1416,Ronaldo Souza,Chris Weidman,middleweight,ko,3.0,166,38.0,33.0,25,6,14,3,73.0,74.0,72.0,78.0,41.0,42.0,UFC 230,"November 3, 2018",3,7
1417,1417,Jared Cannonier,David Branch,middleweight,tko,2.0,39,34.0,36.0,10,4,22,4,71.0,73.0,77.5,78.0,41.5,42.0,UFC 230,"November 3, 2018",8,7
1418,1418,Karl Roberson,Jack Marshman,middleweight,decision,3.0,300,27.0,28.0,6,1,22,7,73.0,72.0,74.0,73.0,41.0,39.0,UFC 230,"November 3, 2018",0,7
1419,1419,Israel Adesanya,Derek Brunson,middleweight,tko,1.0,291,28.0,34.0,14,0,18,6,76.0,73.0,80.0,77.0,44.5,43.0,UFC 230,"November 3, 2018",8,7
1420,1420,Jordan Rinaldi,Jason Knight,featherweight,decision,3.0,300,30.0,25.0,13,6,20,5,70.0,70.0,72.0,71.0,40.5,39.0,UFC 230,"November 3, 2018",0,2
1421,1421,Sijara Eubanks,Roxanne Modafferi,catchweight,decision,3.0,300,32.0,35.0,3,2,22,14,64.0,67.0,67.0,69.0,37.0,38.0,UFC 230,"November 3, 2018",0,1
1422,1422,Sheymon Moraes,Julio Arce,featherweight,decision,3.0,300,27.0,28.0,10,2,15,2,68.0,67.0,72.0,70.0,40.0,39.0,UFC 230,"November 3, 2018",0,2
1423,1423,Lyman Good,Ben Saunders,welterweight,ko,1.0,92,32.0,34.0,19,4,22,10,72.0,74.0,74.0,77.5,41.0,45.0,UFC 230,"November 3, 2018",3,8
1424,1424,Matt Frevola,Lando Vannata,lightweight,draw,3.0,300,27.0,26.0,5,1,9,2,69.0,69.0,71.0,71.0,40.0,39.0,UFC 230,"November 3, 2018",2,6
1425,1425,Shane Burgos,Kurt Holobaugh,featherweight,submission,1.0,131,26.0,31.0,10,1,17,5,71.0,71.0,75.5,70.0,40.0,39.0,UFC 230,"November 3, 2018",7,2
1426,1426,Marcos Rogério de Lima,Adam Wieczorek,heavyweight,decision,3.0,300,32.0,26.0,15,5,10,1,73.0,77.0,75.0,81.0,43.0,46.0,UFC 230,"November 3, 2018",0,4
1427,1427,Anthony Smith,Volkan Oezdemir,light heavyweight,submission,3.0,266,29.0,28.0,31,13,15,2,76.0,74.0,76.0,75.0,44.0,40.5,UFC Fight Night: Volkan vs. Smith,"October 27, 2018",7,5
1429,1429,Misha Cirkunov,Patrick Cummins,light heavyweight,submission,1.0,160,32.0,37.0,13,4,10,5,75.0,74.0,77.0,75.5,43.5,43.0,UFC Fight Night: Volkan vs. Smith,"October 27, 2018",7,5
1430,1430,Andre Soukhamthath,Jonathan Martinez,bantamweight,decision,3.0,300,29.0,24.0,12,6,9,1,69.0,68.0,70.0,70.0,37.5,37.5,UFC Fight Night: Volkan vs. Smith,"October 27, 2018",0,0
1431,1431,Gian Villante,Ed Herman,light heavyweight,decision,3.0,300,32.0,37.0,16,10,23,13,75.0,74.0,76.0,77.0,43.5,42.0,UFC Fight Night: Volkan vs. Smith,"October 27, 2018",0,5
1432,1432,Court McGee,Alex Garcia,welterweight,decision,3.0,300,33.0,30.0,18,7,15,5,71.0,69.0,75.5,72.0,41.5,39.5,UFC Fight Night: Volkan vs. Smith,"October 27, 2018",0,8
1433,1433,Sean Strickland,Nordine Taleb,welterweight,tko,2.0,190,27.0,36.0,19,3,14,5,73.0,73.0,76.0,74.5,41.5,42.0,UFC Fight Night: Volkan vs. Smith,"October 27, 2018",8,8
1434,1434,Nasrat Haqparast,Thibault Gouti,lightweight,decision,3.0,300,22.0,31.0,9,2,12,4,70.0,70.0,72.0,72.5,41.0,41.5,UFC Fight Night: Volkan vs. Smith,"October 27, 2018",0,6
1435,1435,Calvin Kattar,Chris Fishgold,featherweight,tko,1.0,251,29.0,25.0,18,3,17,1,71.0,68.0,72.0,68.0,40.0,38.0,UFC Fight Night: Volkan vs. Smith,"October 27, 2018",8,2
1436,1436,Talita Bernardo,Sarah Moras,women's bantamweight,decision,3.0,300,31.0,29.0,5,3,5,3,64.0,66.0,68.0,67.0,40.0,38.5,UFC Fight Night: Volkan vs. Smith,"October 27, 2018",0,9
1437,1437,Arjan Bhullar,Marcelo Golm,heavyweight,decision,3.0,300,29.0,25.0,7,1,6,1,71.0,75.0,72.0,75.5,40.0,42.5,UFC Fight Night: Volkan vs. Smith,"October 27, 2018",0,4
1438,1438,Stevie Ray,Jessin Ayari,lightweight,decision,3.0,300,27.0,25.0,21,8,16,4,70.0,72.0,70.0,73.5,39.0,43.0,UFC Fight Night: Volkan vs. Smith,"October 27, 2018",0,6
1439,1439,Tony Ferguson,Anthony Pettis,lightweight,tko,2.0,300,34.0,31.0,23,3,21,7,71.0,70.0,76.5,72.5,40.5,40.0,UFC 229,"October 6, 2018",8,6
1440,1440,Dominick Reyes,Ovince Saint Preux,light heavyweight,decision,3.0,300,28.0,35.0,9,0,23,11,76.0,75.0,77.0,80.0,43.5,45.0,UFC 229,"October 6, 2018",0,5
1441,1441,Derrick Lewis,Alexander Volkov,heavyweight,ko,3.0,289,33.0,29.0,20,5,30,6,75.0,79.0,79.0,80.0,43.5,47.5,UFC 229,"October 6, 2018",3,4
1442,1442,Michelle Waterson,Felice Herrig,women's strawweight,decision,3.0,300,32.0,33.0,15,6,14,7,63.0,65.0,62.0,65.0,35.5,36.5,UFC 229,"October 6, 2018",0,12
1443,1443,Jussier Formiga,Sergio Pettis,flyweight,decision,3.0,300,32.0,24.0,21,5,17,3,65.0,66.0,67.0,69.0,37.0,38.0,UFC 229,"October 6, 2018",0,3
1444,1444,Vicente Luque,Jalin Turner,welterweight,ko,1.0,232,26.0,22.0,13,6,7,3,71.0,75.0,75.5,77.0,38.0,46.0,UFC 229,"October 6, 2018",3,8
1445,1445,Aspen Ladd,Tonya Evinger,women's bantamweight,tko,1.0,206,23.0,36.0,6,0,19,6,66.0,67.5,66.0,70.0,38.5,39.0,UFC 229,"October 6, 2018",8,9
1446,1446,Scott Holtzman,Alan Patrick,lightweight,ko,3.0,222,34.0,34.0,11,2,15,1,69.0,70.0,69.0,74.0,39.0,42.0,UFC 229,"October 6, 2018",3,6
1447,1447,Yana Kunitskaya,Lina Länsberg,women's bantamweight,decision,3.0,300,28.0,36.0,10,4,8,3,66.0,67.0,68.5,65.5,40.0,39.5,UFC 229,"October 6, 2018",0,9
1448,1448,Nik Lentz,Gray Maynard,lightweight,tko,2.0,79,33.0,38.0,28,9,13,6,68.0,69.0,68.0,70.0,39.0,39.0,UFC 229,"October 6, 2018",8,6
1449,1449,Anthony Rocco Martin,Ryan LaFlare,welterweight,ko,3.0,60,28.0,34.0,13,4,14,2,72.0,73.0,73.5,74.0,41.0,42.5,UFC 229,"October 6, 2018",3,8
1450,1450,Thiago Santos,Eryk Anders,light heavyweight,tko,3.0,300,34.0,31.0,18,6,11,1,74.0,73.0,76.0,75.0,42.5,43.5,UFC Fight Night: Santos vs. Anders,"September 22, 2018",8,5
1451,1451,Alex Oliveira,Carlo Pedersoli Jr.,welterweight,tko,1.0,39,30.0,30.0,19,5,11,1,71.0,72.0,76.5,72.0,43.0,40.0,UFC Fight Night: Santos vs. Anders,"September 22, 2018",8,8
1452,1452,Antônio Rogério Nogueira,Sam Alvey,light heavyweight,tko,2.0,60,41.0,31.0,22,8,33,10,74.0,74.0,75.0,75.5,43.0,42.0,UFC Fight Night: Santos vs. Anders,"September 22, 2018",8,5
1453,1453,Andre Ewell,Renan Barão,catchweight,decision,3.0,300,30.0,31.0,13,4,34,6,71.0,66.0,76.0,70.0,40.5,39.0,UFC Fight Night: Santos vs. Anders,"September 22, 2018",0,1
1455,1455,Charles Oliveira,Christos Giagos,lightweight,submission,2.0,202,28.0,28.0,23,8,15,6,70.0,70.0,74.0,71.5,41.0,40.0,UFC Fight Night: Santos vs. Anders,"September 22, 2018",7,6
1456,1456,Francisco Trinaldo,Evan Dunham,lightweight,tko,2.0,250,39.0,36.0,22,6,18,7,69.0,70.0,70.0,70.0,40.5,38.0,UFC Fight Night: Santos vs. Anders,"September 22, 2018",8,6
1457,1457,Ryan Spann,Luis Henrique,light heavyweight,decision,3.0,300,26.0,24.0,14,5,10,4,77.0,74.0,79.0,74.0,45.5,42.5,UFC Fight Night: Santos vs. Anders,"September 22, 2018",0,5
1458,1458,Augusto Sakai,Chase Sherman,heavyweight,tko,3.0,243,26.0,28.0,11,1,11,5,75.0,76.0,77.0,78.0,42.0,43.0,UFC Fight Night: Santos vs. Anders,"September 22, 2018",8,4
1459,1459,Sérgio Moraes,Ben Saunders,welterweight,submission,2.0,282,33.0,34.0,13,3,22,9,72.0,74.0,72.0,77.5,41.0,45.0,UFC Fight Night: Santos vs. Anders,"September 22, 2018",7,8
1460,1460,Mayra Bueno Silva,Gillian Robertson,women's flyweight,submission,1.0,295,26.0,22.0,5,0,5,2,66.0,65.0,66.5,63.0,39.0,35.5,UFC Fight Night: Santos vs. Anders,"September 22, 2018",7,11
1461,1461,Thales Leites,Héctor Lombard,middleweight,decision,3.0,300,36.0,40.0,27,9,34,9,73.0,69.0,78.0,71.0,41.0,38.5,UFC Fight Night: Santos vs. Anders,"September 22, 2018",0,7
1462,1462,Elizeu Zaleski dos Santos,Luigi Vendramini,welterweight,ko,2.0,80,31.0,22.0,19,5,8,0,71.0,68.0,73.0,73.0,41.0,38.0,UFC Fight Night: Santos vs. Anders,"September 22, 2018",3,8
1463,1463,Lívia Renata Souza,Alex Chambers,women's strawweight,submission,1.0,81,29.0,39.0,11,1,5,4,71.0,63.0,72.0,63.0,40.0,36.0,UFC Fight Night: Santos vs. Anders,"September 22, 2018",7,12
1464,1464,Jan Błachowicz,Nikita Krylov,light heavyweight,submission,2.0,161,29.0,26.0,22,7,25,5,71.0,75.0,72.0,77.5,40.0,44.5,UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018",7,5
1465,1465,Shamil Abdurakhimov,Andrei Arlovski,heavyweight,decision,3.0,300,36.0,39.0,18,4,27,16,75.0,75.0,76.0,77.0,41.5,44.0,UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018",0,4
1466,1466,Alexey Kunchenko,Thiago Alves,welterweight,decision,3.0,300,33.0,34.0,18,0,22,12,68.0,69.0,70.0,70.0,37.0,37.5,UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018",0,8
1467,1467,Rustam Khabilov,Kajan Johnson,lightweight,decision,3.0,300,31.0,33.0,22,3,23,13,68.0,71.0,73.0,75.5,40.5,43.0,UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018",0,6
1468,1468,Mairbek Taisumov,Desmond Green,catchweight,decision,3.0,300,29.0,28.0,26,5,21,7,69.0,71.0,73.0,73.0,40.5,40.0,UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018",0,1
1469,1469,Magomed Ankalaev,Marcin Prachnio,light heavyweight,ko,1.0,189,25.0,29.0,9,1,13,3,75.0,75.0,75.0,74.0,46.0,42.0,UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018",3,5
1470,1470,Merab Dvalishvili,Terrion Ware,bantamweight,decision,3.0,300,27.0,31.0,7,4,17,8,66.0,68.0,68.0,71.0,38.0,39.0,UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018",0,0
1471,1471,Tyron Woodley (c),Darren Till,welterweight,submission,2.0,259,29.0,25.0,18,3,17,0,71.0,72.0,72.0,74.5,40.0,42.0,UFC 228,"September 8, 2018",7,8
1472,1472,Jéssica Andrade,Karolina Kowalkiewicz,women's strawweight,ko,1.0,118,26.0,32.0,18,6,12,2,61.5,63.0,62.0,64.0,35.0,38.0,UFC 228,"September 8, 2018",3,12
1473,1473,Zabit Magomedsharipov,Brandon Davis,featherweight,submission,2.0,226,27.0,27.0,15,1,9,5,73.0,70.0,73.0,72.0,42.0,39.0,UFC 228,"September 8, 2018",7,2
1474,1474,Jimmie Rivera,John Dodson,bantamweight,decision,3.0,300,28.0,33.0,21,2,20,9,64.0,63.0,68.5,66.0,37.0,35.0,UFC 228,"September 8, 2018",0,0
1475,1475,Abdul Razak Alhassan,Niko Price,welterweight,ko,1.0,43,32.0,28.0,9,1,12,1,70.0,72.0,73.0,76.0,39.0,42.5,UFC 228,"September 8, 2018",3,8
1476,1476,Tatiana Suarez,Carla Esparza,women's strawweight,tko,3.0,273,27.0,30.0,6,0,13,5,65.0,61.0,66.0,63.0,39.0,35.0,UFC 228,"September 8, 2018",8,12
1477,1477,Aljamain Sterling,Cody Stamann,bantamweight,submission,2.0,222,28.0,28.0,15,3,17,1,67.0,66.5,71.0,64.5,39.0,35.0,UFC 228,"September 8, 2018",7,0
1478,1478,Geoff Neal,Frank Camacho,welterweight,ko,2.0,83,27.0,28.0,9,2,21,6,71.0,70.0,75.0,73.0,41.0,38.0,UFC 228,"September 8, 2018",3,8
1479,1479,Darren Stewart,Charles Byrd,middleweight,tko,2.0,137,27.0,34.0,8,3,10,4,72.0,70.0,74.0,73.0,41.5,39.0,UFC 228,"September 8, 2018",8,7
1480,1480,Jim Miller,Alex White,lightweight,submission,1.0,89,34.0,29.0,28,12,12,4,68.0,72.0,71.0,71.5,40.0,41.0,UFC 228,"September 8, 2018",7,6
1481,1481,Irene Aldana,Lucie Pudilová,women's bantamweight,decision,3.0,300,29.0,23.0,8,4,8,2,69.0,68.0,68.5,67.5,38.5,42.0,UFC 228,"September 8, 2018",0,9
1482,1482,Jarred Brooks,Roberto Sanchez,flyweight,decision,3.0,300,24.0,32.0,13,2,8,1,63.0,66.0,62.0,66.5,36.0,37.0,UFC 228,"September 8, 2018",0,3
1483,1483,Justin Gaethje,James Vick,lightweight,ko,1.0,87,29.0,31.0,18,2,13,1,71.0,75.0,70.0,76.0,40.0,43.0,UFC Fight Night: Gaethje vs. Vick,"August 25, 2018",3,6
1484,1484,Michael Johnson,Andre Fili,featherweight,decision,3.0,300,31.0,27.0,17,13,18,5,70.0,71.0,73.5,74.0,41.0,40.0,UFC Fight Night: Gaethje vs. Vick,"August 25, 2018",0,2
1485,1485,Cortney Casey,Angela Hill,women's strawweight,decision,3.0,300,30.0,33.0,7,6,8,4,67.0,63.0,67.0,64.5,35.0,38.5,UFC Fight Night: Gaethje vs. Vick,"August 25, 2018",0,12
1486,1486,Bryan Barberena,Jake Ellenberger,welterweight,tko,1.0,146,28.0,32.0,13,5,31,14,72.0,69.0,72.5,71.5,39.0,39.5,UFC Fight Night: Gaethje vs. Vick,"August 25, 2018",8,8
1487,1487,Deiveson Figueiredo,John Moraga,flyweight,tko,2.0,188,30.0,33.0,14,0,19,6,65.0,66.0,68.0,66.0,38.0,37.0,UFC Fight Night: Gaethje vs. Vick,"August 25, 2018",8,3
1488,1488,James Krause,Warlley Alves,welterweight,tko,2.0,148,31.0,27.0,25,7,12,2,74.0,71.0,73.5,72.0,40.5,42.0,UFC Fight Night: Gaethje vs. Vick,"August 25, 2018",8,8
1489,1489,Cory Sandhagen,Iuri Alcântara,bantamweight,tko,2.0,61,25.0,37.0,8,1,36,9,71.0,69.0,70.0,71.0,40.0,40.0,UFC Fight Night: Gaethje vs. Vick,"August 25, 2018",8,0
1490,1490,Andrew Sanchez,Markus Perez,middleweight,decision,3.0,300,29.0,29.0,9,4,11,1,73.0,73.0,74.0,73.0,41.5,40.5,UFC Fight Night: Gaethje vs. Vick,"August 25, 2018",0,7
1491,1491,Mickey Gall,George Sullivan,welterweight,submission,1.0,69,26.0,37.0,4,1,17,6,74.0,72.0,74.0,73.5,41.0,41.5,UFC Fight Night: Gaethje vs. Vick,"August 25, 2018",7,8
1492,1492,Joanne Calderwood,Kalindra Faria,women's flyweight,submission,1.0,297,32.0,31.0,11,3,18,7,66.0,67.0,65.5,63.0,38.5,38.0,UFC Fight Night: Gaethje vs. Vick,"August 25, 2018",7,11
