,Unnamed: 0,winner,loser,weight class,method,win_round,win time,winner age,loser age,winner_wins,winner loses,loser wins,loser loses,winner height,loser height,winner reach,loser reach,winner leg reach,loser leg reach,Event name,date,method category,weight class category
2670,2670,Nicolas Dalby,Elizeu Zaleski dos Santos,welterweight,decision,3.0,300,30.0,28.0,13,0,14,4,70.0,71.0,74.5,73.0,43.0,41.0,UFC Fight Night: Condit vs. Alves,"May 30, 2015",0,8
2671,2671,Mirsad Bektić,Lucas Martins,featherweight,tko,2.0,30,24.0,26.0,9,0,15,2,68.0,72.0,70.0,72.0,40.0,40.0,UFC Fight Night: Condit vs. Alves,"May 30, 2015",8,2
2672,2672,Chris Weidman (c),Vitor Belfort,middleweight,tko,1.0,173,29.0,37.0,12,0,24,10,71.0,72.0,72.0,74.0,40.0,41.5,UFC 187,"May 23, 2015",8,7
2673,2673,Donald Cerrone,John Makdessi,lightweight,tko,2.0,284,32.0,29.0,27,6,13,3,73.0,68.0,73.0,68.0,40.5,38.5,UFC 187,"May 23, 2015",8,6
2674,2674,Andrei Arlovski,Travis Browne,heavyweight,tko,1.0,281,36.0,32.0,23,10,17,2,75.0,78.5,77.0,79.0,44.0,45.5,UFC 187,"May 23, 2015",8,4
2675,2675,Joseph Benavidez,John Moraga,flyweight,decision,3.0,300,30.0,30.0,21,4,16,3,64.0,66.0,65.0,66.0,36.0,37.0,UFC 187,"May 23, 2015",0,3
2676,2676,John Dodson,Zach Makovsky,flyweight,decision,3.0,300,30.0,31.0,16,6,19,5,63.0,64.0,66.0,64.0,35.0,36.0,UFC 187,"May 23, 2015",0,3
2677,2677,Dong Hyun Kim,Josh Burkman,welterweight,submission,3.0,133,26.0,30.0,19,3,27,10,71.0,72.0,70.5,72.0,42.5,40.0,UFC 187,"May 23, 2015",7,8
2678,2678,Rafael Natal,Uriah Hall,middleweight,decision,3.0,300,32.0,30.0,19,6,10,4,72.0,72.0,76.0,79.5,43.0,43.0,UFC 187,"May 23, 2015",0,7
2679,2679,Colby Covington,Mike Pyle,welterweight,decision,3.0,300,27.0,39.0,7,0,26,10,71.0,72.0,72.0,74.0,41.0,41.5,UFC 187,"May 23, 2015",0,8
2680,2680,Justin Scoggins,Josh Sampo,flyweight,decision,3.0,300,22.0,30.0,9,2,11,4,67.0,64.0,66.0,66.0,39.0,40.0,UFC 187,"May 23, 2015",0,3
2681,2681,Frankie Edgar,Urijah Faber,featherweight,decision,5.0,300,33.0,35.0,18,4,32,7,66.0,66.0,68.0,67.0,37.5,37.0,UFC Fight Night: Edgar vs. Faber,"May 16, 2015",0,2
2682,2682,Gegard Mousasi,Costas Philippou,middleweight,decision,3.0,300,29.0,35.0,36,5,13,4,74.0,71.0,76.0,73.0,42.0,40.0,UFC Fight Night: Edgar vs. Faber,"May 16, 2015",0,7
2683,2683,Neil Magny,Lim Hyun-gyu,welterweight,tko,2.0,84,27.0,30.0,14,3,13,4,75.0,72.0,80.0,72.0,45.0,40.0,UFC Fight Night: Edgar vs. Faber,"May 16, 2015",8,8
2684,2684,Phillipe Nover,Yui Chul Nam,featherweight,decision,3.0,300,31.0,33.0,10,5,18,4,69.0,69.0,72.0,69.0,39.0,41.0,UFC Fight Night: Edgar vs. Faber,"May 16, 2015",0,2
2685,2685,Levan Makashvili,Mark Eddiva,featherweight,decision,3.0,300,26.0,29.0,10,1,6,1,68.0,68.0,68.0,68.0,39.0,39.0,UFC Fight Night: Edgar vs. Faber,"May 16, 2015",0,2
2686,2686,Jon Tuck,Tae Hyun Bang,lightweight,submission,1.0,236,30.0,31.0,8,2,17,8,71.0,69.0,73.0,71.0,39.0,40.0,UFC Fight Night: Edgar vs. Faber,"May 16, 2015",7,6
2687,2687,Kajan Johnson,Zhang Lipeng,lightweight,decision,3.0,300,30.0,24.0,19,12,9,8,71.0,71.0,75.5,71.0,43.0,40.0,UFC Fight Night: Edgar vs. Faber,"May 16, 2015",0,6
2688,2688,Li Jingliang,Dhiego Lima,welterweight,ko,1.0,85,26.0,26.0,9,3,10,3,72.0,74.0,71.5,75.0,40.5,42.5,UFC Fight Night: Edgar vs. Faber,"May 16, 2015",3,8
2689,2689,Ning Guangyou,Royston Wee,catchweight,tko,2.0,299,33.0,28.0,4,2,4,0,68.0,67.0,64.0,67.0,40.0,40.0,UFC Fight Night: Edgar vs. Faber,"May 16, 2015",8,1
2690,2690,Demetrious Johnson (c),Kyoji Horiguchi,flyweight,submission,5.0,299,29.0,24.0,21,2,15,1,71.0,64.0,72.0,66.0,40.0,37.0,UFC 186,"April 25, 2015",7,3
2691,2691,Quinton Jackson,Fábio Maldonado,catchweight,decision,3.0,300,29.0,35.0,35,11,22,7,71.0,73.0,72.0,75.0,40.0,41.0,UFC 186,"April 25, 2015",0,1
2692,2692,Michael Bisping,C. B. Dollaway,middleweight,decision,3.0,300,36.0,30.0,25,7,15,6,73.0,72.0,75.5,72.0,44.5,40.0,UFC 186,"April 25, 2015",0,7
2693,2693,Thomas Almeida,Yves Jabouin,bantamweight,tko,1.0,258,23.0,35.0,18,0,20,9,67.0,67.0,70.0,68.0,38.5,40.0,UFC 186,"April 25, 2015",8,0
2694,2694,Patrick Côté,Joe Riggs,welterweight,decision,3.0,300,35.0,32.0,20,9,40,15,71.0,72.0,71.0,70.0,41.0,37.0,UFC 186,"April 25, 2015",0,8
2695,2695,Alexis Davis,Sarah Kaufman,women's bantamweight,submission,2.0,112,30.0,29.0,16,6,17,2,66.0,65.0,68.0,67.0,37.5,39.0,UFC 186,"April 25, 2015",7,9
2696,2696,Chad Laprise,Bryan Barberena,lightweight,decision,3.0,300,28.0,25.0,9,0,10,2,70.0,72.0,71.0,72.5,40.0,39.0,UFC 186,"April 25, 2015",0,6
2697,2697,Olivier Aubin-Mercier,David Michaud,lightweight,submission,3.0,204,26.0,26.0,5,1,8,1,69.0,69.0,70.5,72.0,41.0,40.0,UFC 186,"April 25, 2015",7,6
2698,2698,Nordine Taleb,Chris Clements,welterweight,decision,3.0,300,33.0,39.0,10,2,12,5,73.0,70.0,74.5,70.0,42.0,40.0,UFC 186,"April 25, 2015",0,8
2699,2699,Valérie Létourneau,Jessica Rakoczy,women's strawweight,decision,3.0,300,31.0,37.0,6,3,1,4,67.0,67.0,68.0,68.0,37.0,40.0,UFC 186,"April 25, 2015",0,12
2700,2700,Randa Markos,Aisling Daly,women's strawweight,decision,3.0,300,29.0,27.0,4,2,15,5,64.0,62.0,63.5,64.0,39.0,37.0,UFC 186,"April 25, 2015",0,12
2701,2701,Luke Rockhold,Lyoto Machida,middleweight,submission,2.0,151,30.0,36.0,13,2,22,5,75.0,73.0,77.0,74.0,45.0,42.0,UFC on Fox: Machida vs. Rockhold,"April 18, 2015",7,7
2702,2702,Ronaldo Souza,Chris Camozzi,middleweight,verbal submission,1.0,153,35.0,28.0,21,3,21,9,73.0,75.0,72.0,76.0,41.0,42.0,UFC on Fox: Machida vs. Rockhold,"April 18, 2015",9,7
2703,2703,Paige VanZant,Felice Herrig,women's strawweight,decision,3.0,300,20.0,30.0,4,1,10,5,64.0,65.0,65.0,65.0,37.0,36.5,UFC on Fox: Machida vs. Rockhold,"April 18, 2015",0,12
2704,2704,Beneil Dariush,Jim Miller,lightweight,decision,3.0,300,25.0,31.0,10,1,24,5,70.0,68.0,72.0,71.0,40.5,40.0,UFC on Fox: Machida vs. Rockhold,"April 18, 2015",0,6
2705,2705,Ovince Saint Preux,Patrick Cummins,light heavyweight,ko,1.0,294,32.0,34.0,17,6,7,1,75.0,74.0,80.0,75.5,45.0,43.0,UFC on Fox: Machida vs. Rockhold,"April 18, 2015",3,5
2706,2706,Gian Villante,Corey Anderson,light heavyweight,tko,3.0,258,29.0,25.0,12,5,5,0,75.0,75.0,76.0,79.0,43.5,44.0,UFC on Fox: Machida vs. Rockhold,"April 18, 2015",8,5
2707,2707,Aljamain Sterling,Takeya Mizugaki,bantamweight,submission,3.0,131,25.0,31.0,10,0,20,8,67.0,67.0,71.0,68.0,39.0,38.0,UFC on Fox: Machida vs. Rockhold,"April 18, 2015",7,0
2708,2708,Tim Means,George Sullivan,welterweight,submission,3.0,221,31.0,34.0,23,6,16,3,74.0,72.0,75.0,73.5,43.5,41.5,UFC on Fox: Machida vs. Rockhold,"April 18, 2015",7,8
2709,2709,Diego Brandão,Jimy Hettes,featherweight,tko,1.0,300,27.0,27.0,18,10,11,2,67.0,70.0,68.0,71.0,38.0,40.0,UFC on Fox: Machida vs. Rockhold,"April 18, 2015",8,2
2710,2710,Chris Dempsey,Eddie Gordon,middleweight,decision,3.0,300,27.0,31.0,10,2,7,2,70.0,72.0,72.0,77.0,40.0,40.0,UFC on Fox: Machida vs. Rockhold,"April 18, 2015",0,7
2711,2711,Mirko Cro Cop,Gabriel Gonzaga,heavyweight,tko,3.0,210,27.0,35.0,30,11,16,9,232.0,74.0,73.0,76.0,40.0,42.0,UFC Fight Night: Gonzaga vs. Cro Cop 2,"April 11, 2015",8,4
2712,2712,Jimi Manuwa,Jan Błachowicz,light heavyweight,decision,3.0,300,35.0,30.0,14,1,18,3,73.0,72.0,79.5,72.0,43.0,40.0,UFC Fight Night: Gonzaga vs. Cro Cop 2,"April 11, 2015",0,5
2713,2713,Paweł Pawlak,Sheldon Westcott,welterweight,decision,3.0,300,29.0,30.0,10,1,8,2,71.0,73.0,72.0,71.0,40.0,41.5,UFC Fight Night: Gonzaga vs. Cro Cop 2,"April 11, 2015",0,8
2714,2714,Maryna Moroz,Joanne Calderwood,women's strawweight,submission,1.0,90,23.0,29.0,5,0,9,0,67.0,66.0,67.0,65.5,37.0,38.5,UFC Fight Night: Gonzaga vs. Cro Cop 2,"April 11, 2015",7,12
2715,2715,Leon Edwards,Seth Baczynski,welterweight,ko,1.0,8,23.0,33.0,8,2,19,12,72.0,75.0,74.0,74.0,43.0,40.0,UFC Fight Night: Gonzaga vs. Cro Cop 2,"April 11, 2015",3,8
2716,2716,Bartosz Fabiński,Garreth McLellan,middleweight,decision,3.0,300,28.0,33.0,11,2,12,2,72.0,73.0,75.0,72.0,41.0,41.0,UFC Fight Night: Gonzaga vs. Cro Cop 2,"April 11, 2015",0,7
2717,2717,Sérgio Moraes,Mickaël Lebout,welterweight,decision,3.0,300,30.0,33.0,8,2,13,3,72.0,155.0,72.0,73.0,41.0,39.0,UFC Fight Night: Gonzaga vs. Cro Cop 2,"April 11, 2015",0,8
2718,2718,Yaotzin Meza,Damian Stasiak,featherweight,decision,3.0,300,34.0,25.0,20,9,8,2,69.0,68.0,74.0,70.0,39.0,40.0,UFC Fight Night: Gonzaga vs. Cro Cop 2,"April 11, 2015",0,2
2719,2719,Anthony Hamilton,Daniel Omielańczuk,heavyweight,decision,3.0,300,34.0,32.0,13,4,16,4,77.0,72.0,76.0,74.0,45.0,41.0,UFC Fight Night: Gonzaga vs. Cro Cop 2,"April 11, 2015",0,4
2720,2720,Chad Mendes,Ricardo Lamas,featherweight,tko,1.0,165,29.0,32.0,16,2,15,3,66.0,68.0,66.0,71.0,37.5,39.0,UFC Fight Night: Mendes vs. Lamas,"April 4, 2015",8,2
2721,2721,Al Iaquinta,Jorge Masvidal,lightweight,decision,3.0,300,27.0,30.0,11,3,28,8,70.0,71.0,70.0,74.0,40.0,39.5,UFC Fight Night: Mendes vs. Lamas,"April 4, 2015",0,6
2722,2722,Michael Chiesa,Mitch Clarke,lightweight,decision,3.0,300,27.0,29.0,11,2,11,2,73.0,70.0,75.5,73.0,43.0,40.0,UFC Fight Night: Mendes vs. Lamas,"April 4, 2015",0,6
2723,2723,Julianna Peña,Milana Dudieva,women's bantamweight,tko,1.0,239,25.0,29.0,5,2,11,3,66.0,135.0,69.0,61.0,39.0,37.0,UFC Fight Night: Mendes vs. Lamas,"April 4, 2015",8,9
2724,2724,Clay Guida,Robbie Peralta,featherweight,decision,3.0,300,33.0,28.0,31,15,18,5,67.0,68.0,70.0,71.0,38.0,40.0,UFC Fight Night: Mendes vs. Lamas,"April 4, 2015",0,2
2725,2725,Liz Carmouche,Lauren Murphy,women's bantamweight,decision,3.0,300,31.0,31.0,9,5,8,1,66.0,65.0,66.0,67.0,37.0,38.0,UFC Fight Night: Mendes vs. Lamas,"April 4, 2015",0,9
2726,2726,Alexander Yakovlev,Gray Maynard,lightweight,decision,3.0,300,30.0,35.0,22,7,11,4,75.0,69.0,74.0,70.0,42.5,39.0,UFC Fight Night: Mendes vs. Lamas,"April 4, 2015",0,6
2727,2727,Timothy Johnson,Shamil Abdurakhimov,heavyweight,tko,1.0,297,30.0,33.0,8,1,15,2,75.0,75.0,77.5,76.0,42.0,41.5,UFC Fight Night: Mendes vs. Lamas,"April 4, 2015",8,4
2728,2728,Demian Maia,Ryan LaFlare,welterweight,decision,5.0,300,37.0,31.0,19,6,11,0,73.0,73.0,72.0,74.0,42.5,42.5,UFC Fight Night: Maia vs. LaFlare,"March 21, 2015",0,8
2729,2729,Erick Silva,Josh Koscheck,welterweight,submission,1.0,261,30.0,37.0,17,5,17,9,71.0,70.0,74.0,73.0,41.0,40.0,UFC Fight Night: Maia vs. LaFlare,"March 21, 2015",7,8
2730,2730,Leonardo Santos,Anthony Rocco Martin,lightweight,submission,2.0,149,35.0,25.0,13,3,9,2,72.0,72.0,75.0,73.5,42.0,41.0,UFC Fight Night: Maia vs. LaFlare,"March 21, 2015",7,6
2731,2731,Amanda Nunes,Shayna Baszler,women's bantamweight,tko,1.0,116,26.0,34.0,9,4,15,9,68.0,67.0,69.0,67.0,41.0,40.0,UFC Fight Night: Maia vs. LaFlare,"March 21, 2015",8,9
2732,2732,Gilbert Burns,Alex Oliveira,lightweight,submission,3.0,254,28.0,27.0,9,0,11,2,70.0,71.0,71.0,76.5,40.0,43.0,UFC Fight Night: Maia vs. LaFlare,"March 21, 2015",7,6
2733,2733,Godofredo Pepey,Andre Fili,featherweight,submission,1.0,194,29.0,24.0,11,3,14,2,71.0,71.0,72.0,74.0,40.0,40.0,UFC Fight Night: Maia vs. LaFlare,"March 21, 2015",7,2
2734,2734,Francisco Trinaldo,Akbarh Arreola,lightweight,decision,3.0,300,36.0,32.0,15,4,23,8,69.0,70.0,70.0,71.0,40.5,40.0,UFC Fight Night: Maia vs. LaFlare,"March 21, 2015",0,6
2735,2735,Kevin Souza,Katsunori Kikuno,featherweight,ko,1.0,91,30.0,33.0,15,3,23,6,72.0,68.0,74.0,66.0,44.0,40.0,UFC Fight Night: Maia vs. LaFlare,"March 21, 2015",3,2
2736,2736,Leandro Silva,Drew Dober,lightweight,no contest,2.0,165,29.0,26.0,16,3,15,5,69.0,68.0,72.0,70.0,42.0,35.0,UFC Fight Night: Maia vs. LaFlare,"March 21, 2015",4,6
2737,2737,Leonardo Mafra,Cain Carrizosa,lightweight,decision,3.0,300,25.0,26.0,11,2,6,1,70.0,155.0,70.0,74.0,40.0,40.0,UFC Fight Night: Maia vs. LaFlare,"March 21, 2015",0,6
2738,2738,Rafael dos Anjos,Anthony Pettis (c),lightweight,decision,5.0,300,30.0,30.0,23,7,18,2,68.0,72.0,70.0,72.0,38.0,40.0,UFC 185,"March 14, 2015",0,6
2739,2739,Joanna Jędrzejczyk,Carla Esparza (c),women's strawweight,tko,2.0,257,27.0,30.0,8,0,10,2,66.0,72.0,65.5,72.0,35.0,40.0,UFC 185,"March 14, 2015",8,12
2740,2740,Alistair Overeem,Roy Nelson,heavyweight,decision,3.0,300,34.0,38.0,38,14,20,10,76.0,72.0,80.0,72.0,44.5,44.0,UFC 185,"March 14, 2015",0,4
2741,2741,Elias Theodorou,Roger Narvaez,middleweight,tko,2.0,247,26.0,31.0,10,0,7,1,73.0,75.0,75.5,79.0,40.5,40.0,UFC 185,"March 14, 2015",8,7
2742,2742,Beneil Dariush,Daron Cruickshank,catchweight,submission,2.0,168,25.0,29.0,9,1,16,5,70.0,68.0,72.0,72.0,40.5,40.0,UFC 185,"March 14, 2015",7,1
2743,2743,Ryan Benoit,Sergio Pettis,flyweight,tko,2.0,94,25.0,21.0,7,3,12,1,65.0,66.0,68.5,69.0,38.0,38.0,UFC 185,"March 14, 2015",8,3
2744,2744,Joseph Duffy,Jake Lindsey,lightweight,tko,1.0,107,29.0,28.0,12,1,9,2,71.0,71.0,72.0,71.0,40.0,40.0,UFC 185,"March 14, 2015",8,6
2745,2745,Holly Holm,Raquel Pennington,women's bantamweight,decision,3.0,300,33.0,26.0,7,0,5,4,68.0,67.0,69.0,67.5,38.0,37.0,UFC 184,"February 28, 2015",0,9
2746,2746,Jake Ellenberger,Josh Koscheck,welterweight,submission,2.0,260,29.0,37.0,29,9,17,8,69.0,70.0,71.5,73.0,39.5,40.0,UFC 184,"February 28, 2015",7,8
2747,2747,Alan Jouban,Richard Walsh,welterweight,ko,1.0,139,33.0,30.0,10,3,8,2,72.0,72.0,73.5,72.0,41.0,40.0,UFC 184,"February 28, 2015",3,8
2748,2748,Tony Ferguson,Gleison Tibau,lightweight,submission,1.0,157,31.0,31.0,17,3,33,10,71.0,69.0,76.5,71.0,40.5,39.0,UFC 184,"February 28, 2015",7,6
2749,2749,Roman Salazar,Norifumi Yamamoto,bantamweight,no contest,2.0,157,27.0,38.0,8,3,18,5,67.0,62.0,67.0,66.0,40.0,40.0,UFC 184,"February 28, 2015",4,0
2750,2750,Tim Means,Dhiego Lima,welterweight,tko,1.0,137,31.0,26.0,22,6,10,2,74.0,74.0,75.0,75.0,43.5,42.5,UFC 184,"February 28, 2015",8,8
2751,2751,Derrick Lewis,Ruan Potts,heavyweight,tko,2.0,198,30.0,37.0,11,3,8,3,75.0,74.0,79.0,75.0,43.5,40.0,UFC 184,"February 28, 2015",8,4
2752,2752,Frank Mir,Antônio Silva,heavyweight,ko,1.0,100,35.0,35.0,16,9,18,6,75.0,76.0,79.0,80.0,43.0,43.0,UFC Fight Night: Bigfoot vs. Mir,"February 22, 2015",3,4
2753,2753,Michael Johnson,Edson Barboza,lightweight,decision,3.0,300,28.0,29.0,15,8,15,2,70.0,71.0,73.5,75.0,41.0,41.0,UFC Fight Night: Bigfoot vs. Mir,"February 22, 2015",0,6
2754,2754,Sam Alvey,Cezar Ferreira,middleweight,ko,1.0,214,28.0,30.0,24,6,8,3,74.0,73.0,75.5,78.5,42.0,43.0,UFC Fight Night: Bigfoot vs. Mir,"February 22, 2015",3,7
2755,2755,Adriano Martins,Rustam Khabilov,lightweight,decision,3.0,300,32.0,28.0,26,7,17,2,69.0,68.0,72.0,73.0,40.0,40.5,UFC Fight Night: Bigfoot vs. Mir,"February 22, 2015",0,6
2756,2756,Frankie Saenz,Iuri Alcântara,bantamweight,decision,3.0,300,34.0,34.0,8,2,32,5,66.0,69.0,66.0,71.0,38.0,40.0,UFC Fight Night: Bigfoot vs. Mir,"February 22, 2015",0,0
2757,2757,Santiago Ponzinibbio,Sean Strickland,welterweight,decision,3.0,300,28.0,24.0,19,2,15,0,72.0,73.0,73.0,76.0,40.5,41.5,UFC Fight Night: Bigfoot vs. Mir,"February 22, 2015",0,8
2758,2758,Marion Reneau,Jéssica Andrade,women's bantamweight,submission,1.0,114,37.0,23.0,5,1,12,3,66.0,61.5,68.0,62.0,39.0,35.0,UFC Fight Night: Bigfoot vs. Mir,"February 22, 2015",7,9
2759,2759,Matt Dwyer,William Macário,welterweight,ko,1.0,194,25.0,23.0,7,2,7,2,76.0,71.0,76.0,75.0,44.0,40.0,UFC Fight Night: Bigfoot vs. Mir,"February 22, 2015",3,8
2760,2760,Mike De La Torre,Tiago Trator,featherweight,tko,1.0,179,28.0,27.0,12,4,19,4,71.0,70.0,71.0,70.0,40.0,41.0,UFC Fight Night: Bigfoot vs. Mir,"February 22, 2015",8,2
2761,2761,Douglas Silva de Andrade,Cody Gibson,bantamweight,decision,3.0,300,29.0,27.0,22,1,12,5,67.0,70.0,68.5,71.0,37.5,40.0,UFC Fight Night: Bigfoot vs. Mir,"February 22, 2015",0,0
2762,2762,Ivan Jorge,Josh Shockley,lightweight,decision,3.0,300,34.0,27.0,25,4,11,3,69.0,155.0,74.0,74.0,40.0,40.0,UFC Fight Night: Bigfoot vs. Mir,"February 22, 2015",0,6
2763,2763,Benson Henderson,Brandon Thatch,welterweight,submission,4.0,238,31.0,29.0,21,5,11,1,69.0,74.0,70.0,74.0,38.0,43.0,UFC Fight Night: Henderson vs. Thatch,"February 14, 2015",7,8
2764,2764,Max Holloway,Cole Miller,featherweight,decision,3.0,300,23.0,30.0,11,3,21,8,71.0,73.0,69.0,74.0,42.0,41.0,UFC Fight Night: Henderson vs. Thatch,"February 14, 2015",0,2
2765,2765,Neil Magny,Kiichi Kunimoto,welterweight,submission,3.0,82,27.0,33.0,13,3,17,4,75.0,69.0,80.0,71.0,45.0,41.0,UFC Fight Night: Henderson vs. Thatch,"February 14, 2015",7,8
2766,2766,Kevin Lee,Michel Prazeres,lightweight,decision,3.0,300,22.0,33.0,9,1,18,1,70.0,66.0,77.0,67.5,39.0,37.0,UFC Fight Night: Henderson vs. Thatch,"February 14, 2015",0,6
2767,2767,Ray Borg,Chris Kelades,flyweight,submission,3.0,176,21.0,34.0,7,1,8,1,64.0,67.0,63.0,68.0,36.0,38.0,UFC Fight Night: Henderson vs. Thatch,"February 14, 2015",7,3
2768,2768,Chas Skelly,Jim Alers,featherweight,tko,2.0,299,29.0,28.0,13,1,13,1,71.0,69.0,72.5,71.0,42.0,40.0,UFC Fight Night: Henderson vs. Thatch,"February 14, 2015",8,2
2769,2769,Zach Makovsky,Tim Elliott,flyweight,decision,3.0,300,31.0,28.0,18,5,10,5,64.0,67.0,64.0,66.0,36.0,38.0,UFC Fight Night: Henderson vs. Thatch,"February 14, 2015",0,3
2770,2770,James Moontasri,Cody Pfister,catchweight,submission,2.0,109,26.0,24.0,7,2,11,3,70.0,70.0,71.0,73.0,41.0,40.0,UFC Fight Night: Henderson vs. Thatch,"February 14, 2015",7,1
2771,2771,Anderson Silva,Nick Diaz,middleweight,no contest,5.0,300,39.0,31.0,32,6,26,8,74.0,73.0,77.0,76.0,42.5,40.0,UFC 183,"January 31, 2015",4,7
2772,2772,Tyron Woodley,Kelvin Gastelum,catchweight,decision,3.0,300,32.0,23.0,14,3,10,0,69.0,69.0,74.0,71.5,42.5,39.5,UFC 183,"January 31, 2015",0,1
2773,2773,Al Iaquinta,Joe Lauzon,lightweight,tko,2.0,214,27.0,30.0,10,3,24,9,70.0,70.0,70.0,71.5,40.0,40.5,UFC 183,"January 31, 2015",8,6
2774,2774,Thales Leites,Tim Boetsch,middleweight,submission,2.0,225,33.0,34.0,24,4,18,7,73.0,72.0,78.0,74.0,41.0,42.0,UFC 183,"January 31, 2015",7,7
2775,2775,Thiago Alves,Jordan Mein,welterweight,tko,2.0,39,31.0,25.0,20,9,29,9,69.0,72.0,70.0,73.0,37.5,41.0,UFC 183,"January 31, 2015",8,8
2776,2776,Miesha Tate,Sara McMann,women's bantamweight,decision,3.0,300,28.0,34.0,15,5,8,1,66.0,66.0,65.0,66.0,37.5,37.0,UFC 183,"January 31, 2015",0,9
2777,2777,Derek Brunson,Ed Herman,middleweight,tko,1.0,36,31.0,34.0,12,3,22,10,73.0,74.0,77.0,77.0,43.0,42.0,UFC 183,"January 31, 2015",8,7
2778,2778,John Lineker,Ian McCall,catchweight,decision,3.0,300,24.0,30.0,24,7,13,4,63.0,65.0,67.0,72.0,36.0,40.0,UFC 183,"January 31, 2015",0,1
2779,2779,Rafael Natal,Tom Watson,middleweight,decision,3.0,300,32.0,32.0,18,6,17,7,72.0,73.0,76.0,73.0,43.0,40.0,UFC 183,"January 31, 2015",0,7
2780,2780,Thiago Santos,Andy Enz,middleweight,tko,1.0,116,31.0,23.0,9,3,10,3,74.0,75.0,76.0,78.0,42.5,40.0,UFC 183,"January 31, 2015",8,7
2781,2781,Anthony Johnson,Alexander Gustafsson,light heavyweight,tko,1.0,135,31.0,28.0,18,4,16,2,74.0,77.0,78.0,79.0,44.0,46.0,UFC on Fox: Gustafsson vs. Johnson,"January 24, 2015",8,5
2782,2782,Gegard Mousasi,Dan Henderson,middleweight,tko,1.0,70,29.0,44.0,35,5,30,12,74.0,71.0,76.0,74.0,42.0,39.0,UFC on Fox: Gustafsson vs. Johnson,"January 24, 2015",8,7
2783,2783,Ryan Bader,Phil Davis,light heavyweight,decision,3.0,300,31.0,30.0,18,4,13,2,74.0,74.0,74.0,79.0,44.0,40.0,UFC on Fox: Gustafsson vs. Johnson,"January 24, 2015",0,5
2784,2784,Sam Sicilia,Akira Corassani,featherweight,ko,1.0,206,29.0,32.0,13,5,12,5,68.0,68.0,67.0,67.0,39.0,40.0,UFC on Fox: Gustafsson vs. Johnson,"January 24, 2015",3,2
2785,2785,Albert Tumenov,Nico Musoke,welterweight,decision,3.0,300,23.0,28.0,14,2,13,3,71.0,72.0,73.0,75.0,39.0,39.0,UFC on Fox: Gustafsson vs. Johnson,"January 24, 2015",0,8
2786,2786,Kenny Robertson,Sultan Aliev,welterweight,tko,1.0,162,31.0,30.0,14,3,13,1,70.0,71.0,74.0,74.5,40.0,40.0,UFC on Fox: Gustafsson vs. Johnson,"January 24, 2015",8,8
2787,2787,Makwan Amirkhani,Andy Ogle,featherweight,tko,1.0,8,26.0,26.0,10,2,9,5,70.0,68.0,72.0,69.0,41.0,40.0,UFC on Fox: Gustafsson vs. Johnson,"January 24, 2015",8,2
2788,2788,Nikita Krylov,Stanislav Nedkov,light heavyweight,submission,1.0,84,23.0,33.0,17,4,12,1,75.0,71.0,77.5,71.0,44.5,40.0,UFC on Fox: Gustafsson vs. Johnson,"January 24, 2015",7,5
2789,2789,Neil Seery,Chris Beal,flyweight,decision,3.0,300,35.0,29.0,14,10,10,0,66.0,66.0,64.0,69.0,38.0,38.0,UFC on Fox: Gustafsson vs. Johnson,"January 24, 2015",0,3
2790,2790,Donald Cerrone,Benson Henderson,lightweight,decision,3.0,300,32.0,31.0,26,6,21,4,73.0,69.0,73.0,70.0,40.5,38.0,UFC Fight Night: McGregor vs. Siver,"January 18, 2015",0,6
2791,2791,Uriah Hall,Ron Stallings,middleweight,tko,1.0,217,30.0,32.0,9,4,12,6,72.0,72.0,79.5,75.0,43.0,40.0,UFC Fight Night: McGregor vs. Siver,"January 18, 2015",8,7
2792,2792,Gleison Tibau,Norman Parke,lightweight,decision,3.0,300,31.0,28.0,32,10,20,2,69.0,71.0,71.0,70.0,39.0,40.0,UFC Fight Night: McGregor vs. Siver,"January 18, 2015",0,6
2793,2793,Lorenz Larkin,John Howard,welterweight,tko,1.0,137,28.0,32.0,14,4,22,10,71.0,67.0,72.0,71.0,41.0,40.0,UFC Fight Night: McGregor vs. Siver,"January 18, 2015",8,8
2794,2794,Chris Wade,Zhang Lipeng,lightweight,decision,3.0,300,27.0,24.0,8,1,9,7,70.0,71.0,70.0,71.0,40.0,40.0,UFC Fight Night: McGregor vs. Siver,"January 18, 2015",0,6
2795,2795,Paddy Holohan,Shane Howell,flyweight,decision,3.0,300,26.0,31.0,10,1,13,8,70.0,68.0,69.0,69.0,39.0,40.0,UFC Fight Night: McGregor vs. Siver,"January 18, 2015",0,3
2796,2796,Charles Rosa,Sean Soriano,featherweight,submission,3.0,283,28.0,25.0,9,1,8,2,69.0,69.0,69.0,70.0,39.0,40.5,UFC Fight Night: McGregor vs. Siver,"January 18, 2015",7,2
2797,2797,Sean O'Connell,Matt Van Buren,light heavyweight,tko,3.0,131,29.0,28.0,15,6,6,3,71.0,77.0,72.0,76.0,40.0,40.0,UFC Fight Night: McGregor vs. Siver,"January 18, 2015",8,5
2798,2798,Joby Sanchez,Tateki Matsuda,flyweight,decision,3.0,300,23.0,29.0,6,1,10,6,66.0,67.0,68.0,65.0,39.0,40.0,UFC Fight Night: McGregor vs. Siver,"January 18, 2015",0,3
